"address","isb_town","isb_street","abonent_house","abonent_sub_house","latitude_speedtest","longitude_speedtest","kt_speedtest","beeline_speedtest","almatv_speedtest","kt_download_speed","kt_upload_speed","beeline_download_speed","beeline_upload_speed","almatv_download_speed","almatv_upload_speed"
"ц.юклюрш,юйаскюй,9",Ц.юКЛЮРШ,юйаскюй,9.0,,43.243,76.818,1,,1,99.29275,82.31575000000001,,,30.744333333333334,28.965333333333334
"ц.юклюрш,юйаскюй,5",Ц.юКЛЮРШ,юйаскюй,5.0,,43.243,76.818,1,,1,99.29275,82.31575000000001,,,30.744333333333334,28.965333333333334
"ц.юклюрш,юййемр,17",Ц.юКЛЮРШ,юййемр,17.0,,43.243,76.816,1,1,1,168.27874193548388,180.77145161290323,67.84983333333334,67.07033333333334,14.709,28.166
"ц.юклюрш,юййемр,16",Ц.юКЛЮРШ,юййемр,16.0,,43.243,76.816,1,1,1,168.27874193548388,180.77145161290323,67.84983333333334,67.07033333333334,14.709,28.166
"ц.юклюрш,юййемр,34",Ц.юКЛЮРШ,юййемр,34.0,,43.243,76.816,1,1,1,168.27874193548388,180.77145161290323,67.84983333333334,67.07033333333334,14.709,28.166
"ц.юклюрш,юййемр,54",Ц.юКЛЮРШ,юййемр,54.0,,43.243,76.812,1,1,1,171.61544375,152.65009375000002,58.88724418604652,63.14925581395349,43.98043750000001,36.558375
"ц.юклюрш,юййемр,48",Ц.юКЛЮРШ,юййемр,48.0,,43.243,76.812,1,1,1,171.61544375,152.65009375000002,58.88724418604652,63.14925581395349,43.98043750000001,36.558375
"ц.юклюрш,фюпнйнбю,128",Ц.юКЛЮРШ,фюпнйнбю,128.0,,43.237,76.9,1,1,1,134.63448275862072,134.1713218390805,63.67302777777778,67.63527777777779,30.036800000000007,11.7212
"ц.юклюрш,юаюъ,150,230акнй10",Ц.юКЛЮРШ,юаюъ,150.0,"230акнй10",43.237,76.885,1,1,1,195.22010526315793,133.87080701754385,75.95008333333332,82.5770833333333,194.10885,199.9493
"ц.юклюрш,йепелер,5,15",Ц.юКЛЮРШ,йепелер,5.0,"15",43.235,76.937,1,1,1,195.4441451612903,171.48490322580645,175.89862500000004,215.45303124999998,36.62076744186045,37.694523255813955
"ц.юклюрш,йепелер,7,32",Ц.юКЛЮРШ,йепелер,7.0,"32",43.235,76.937,1,1,1,195.4441451612903,171.48490322580645,175.89862500000004,215.45303124999998,36.62076744186045,37.694523255813955
